biennials,bi-en-ni-als
reappearances,re-ap-pear-anc-es
selfimposed,self--im-posed
comity,com-i-ty
coopted,co--opt-ed
swindler,swin-dler
firework,fire-work
captivation,cap-ti-va-tion
poising,pois-ing
bilberry,bil-ber-ry
citruses,cit-rus-es
killjoy,kill-joy
rotor,ro-tor
pinnaces,pin-nac-es
pianoforte,pi-an-o-for-te
lawofficer,law--of-fi-cer
commonroom,com-mon--room
hatfuls,hat-fuls
trowels,trow-els
seasonings,sea-son-ings
jettisoning,jet-ti-son-ing
balloting,bal-lot-ing
snubs,snubs
lordliest,lord-li-est
crossfertilize,cross--fer-ti-lize
fibreboard,fi-bre-board
kurus,ku-rus
dubs,dubs
swimmingtrunks,swim-ming--trunks
ropewalks,rope-walks
masthead,mast-head
unfrocking,un-frock-ing
denudation,den-u-da-tion
scrambler,scram-bler
prickle,prick-le
lifebuoy,life-buoy
plumbed,plumbed
leching,lech-ing
crore,crore
dressingdowns,dress-ing--downs
bookclub,book-club
spoliates,spo-li-ates
airlift,air-lift
retouching,re-touch-ing
cankers,can-kers
yarning,yarn-ing
soldiery,sol-dier-y
pugging,pug-ging
jaffas,jaf-fas
jibboom,jib--boom
spoliated,spo-li-at-ed
cardpunch,card-punch
commensurably,com-men-su-ra-bly
gabardines,gab-ar-dines
rigours,rig-ours
cavort,ca-vort
arachnidae,a-rach-nid-ae
earner,earn-er
animadverts,an-i-mad-verts
illustrative,il-lus-tra-tive
employee,em-ploy-ee
orderliness,or-der-li-ness
commensurable,com-men-su-ra-ble
prevarication,pre-var-i-ca-tion
hassles,has-sles
perigee,per-i-gee
placarded,plac-ard-ed
primogeniture,pri-mo-gen-i-ture
jollyboat,jol-ly-boat
boric,bo-ric
hassled,has-sled
buyer,buy-er
pinballs,pin--balls
leases,leas-es
syllogism,syl-lo-gism
conservatory,con-serv-a-to-ry
ovulated,ov-u-lat-ed
ptarmigans,ptar-mi-gans
trammel,tram-mel
spookier,spook-i-er
latterday,lat-ter--day
outsailing,out-sail-ing
proponents,pro-po-nents
ovulates,ov-u-lates
computed,com-put-ed
superseding,su-per-sed-ing
miscalled,mis-called
waterspaniel,wa-ter--span-iel
petrochemicals,pet-ro-chem-i-cals
folkways,folk-ways
reinforce,re-in-force
cyclotron,cy-clo-tron
blaeberries,blae-ber-ries
baccalaureates,bac-ca-lau-re-ates
sinkable,sink-able
wastefully,waste-ful-ly
realign,re-a-lign
surmises,sur-mis-es
blackleading,black--lead-ing
rioted,ri-ot-ed
ruses,rus-es
wrongdoings,wrong-do-ings
frivolling,friv-ol-ling
deathblow,death-blow
titleholders,ti-tle-hold-ers
refuelled,re-fu-elled
nominations,nom-i-na-tions
publicizes,pub-li-ciz-es
smalltimers,small--tim-ers
middled,mid-dled
retrievable,re-triev-a-ble
pileups,pile--ups
publicized,pub-li-cized
dugouts,dug-outs
incontestability,in-con-test-a-bil-i-ty
oasthouses,oast-hous-es
misquotation,mis-quo-ta-tion
hydrotherapy,hy-dro-ther-a-py
reorientating,re-o-ri-en-tat-ing
hidingplaces,hid-ing--plac-es
noncontributory,non-con-trib-u-to-ry
kowtow,kow-tow
congresses,con-gress-es
maximize,max-i-mize
anticlerical,an-ti-cler-i-cal
whortleberries,whor-tle-ber-ries
rashers,rash-ers
bigboned,big--boned
calcination,cal-ci-na-tion
purseproud,purse--proud
haemorrhage,haem-or-rhage
toughly,tough-ly
seawards,sea-wards
hatpins,hat-pins
leucocytes,leu-co-cytes
ontologies,on-tol-o-gies
poofier,poof-i-er
christmastrees,christ-mas--trees
enthronement,en-throne-ment
mapreaders,map--read-ers
ossified,os-si-fied
guttersnipes,gut-ter-snipes
piques,piques
rhapsodizes,rhap-so-diz-es
headlamp,head-lamp
piquet,pi-quet
ossifies,os-si-fies
shortfall,short-fall
altimeters,al-tim-e-ters
infestation,in-fes-ta-tion
titter,tit-ter
rhapsodized,rhap-so-dized
clothesmoth,clothes--moth
mantraps,man-traps
kava,ka-va
abrogations,ab-ro-ga-tions
perfidiousness,per-fid-i-ous-ness
trunkroad,trunk--road
ropiness,rop-i-ness
foretop,fore-top
nicaraguans,nic-a-ra-guans
dispatchbox,dis-patch--box
showwindow,show--win-dow
begad,be-gad
reduplicating,re-du-pli-cat-ing
tappet,tap-pet
wangle,wan-gle
fleabites,flea-bites
schematic,sche-mat-ic
paidup,paid--up
fricasseed,fric-as-seed
discourages,dis-cour-ag-es
muzziness,muz-zi-ness
unheardof,un-heard--of
reactionary,re-ac-tion-ar-y
billhooks,bill-hooks
prodigiously,pro-di-gious-ly
forgings,forg-ings
inbreed,in-breed
bughouse,bug-house
monkeypuzzles,mon-key--puz-zles
disorderliness,dis-or-der-li-ness
scourges,scourg-es
enchained,en-chained
minibuses,min-i-bus-es
metamorphosing,met-a-mor-phos-ing
intercede,in-ter-cede
narrowmindedness,nar-row--mind-ed-ness
promulgation,prom-ul-ga-tion
redeploys,re-de-ploys
pantechnicons,pan-tech-ni-cons
draconian,dra-co-ni-an
evenhanded,e-ven--hand-ed
gazumped,ga-zumped
walkups,walk--ups
bangladeshis,bang-la-desh-is
overhauling,o-ver-haul-ing
coordination,co--or-di-na-tion
broodiest,brood-i-est
elicitation,e-lic-i-ta-tion
packingcase,pack-ing--case
logger,log-ger
authorizes,au-thor-iz-es
wrongheadedness,wrong-head-ed-ness
temporariness,tem-po-rar-i-ness
misprints,mis-prints
paradeground,pa-rade--ground
prefabs,pre-fabs
overemphasized,o-ver--em-pha-sized
mustier,mus-ti-er
rafted,raft-ed
contingents,con-tin-gents
nattered,nat-tered
contentiousness,con-ten-tious-ness
prepositionally,prep-o-si-tion-al-ly
scrimshanking,scrim-shank-ing
prissiness,pris-si-ness
gallantly,gal-lant-ly
reduplicates,re-du-pli-cates
flattest,flat-test
reduplicated,re-du-pli-cat-ed
setups,set--ups
entrained,en-trained
genealogically,ge-ne-a-log-i-cal-ly
depopulation,de-pop-u-la-tion
grizzlies,griz-zlies
abusively,a-bu-sive-ly
hospitalizing,hos-pi-tal-iz-ing
coerciveness,co-er-cive-ness
twitted,twit-ted
hindustani,hin-du-sta-ni
squigglier,squig-gli-er
sitdown,sit--down
tallboys,tall-boys
nightstops,night--stops
cockerel,cock-er-el
hangup,hang-up
rewarding,re-ward-ing
outgo,out-go
gamesmasters,games--mas-ters
humorously,hu-mor-ous-ly
milkingmachines,milk-ing--ma-chines
mainsail,main-sail
questioners,ques-tion-ers
clarinets,clar-i-nets
newsmongers,news-mon-gers
narrowness,nar-row-ness
fagends,fag--ends
prohibited,pro-hib-it-ed
cacaotree,ca-ca-o--tree
potheads,pot-heads
shakily,shak-i-ly
jellabas,jel-la-bas
crystallizing,crys-tal-liz-ing
inexpiable,in-ex-pi-a-ble
psychotics,psy-chot-ics
litigating,lit-i-gat-ing
scribing,scrib-ing
sacerdotalism,sac-er-do-tal-ism
cheekily,cheek-i-ly
entrapped,en-trapped
inexpiably,in-ex-pi-a-bly
purveyed,pur-veyed
gossipping,gos-sip-ping
brandysnap,bran-dy--snap
nonrestrictive,non-re-stric-tive
sewagefarms,sew-age--farms
ceremoniousness,cer-e-mo-ni-ous-ness
halyards,hal-yards
leniency,le-ni-en-cy
clotheshanger,clothes--hang-er
gogglebox,gog-gle--box
lenience,le-ni-ence
legitimized,le-git-i-mized
spiritstove,spir-it--stove
milkmaid,milk-maid
endeavours,en-deav-ours
anthropoids,an-thro-poids
miscount,mis-count
tidier,ti-di-er
unbends,un-bends
sidedishes,side--dish-es
drumstick,drum-stick
divulging,di-vulg-ing
showjumping,show--jump-ing
uppishness,up-pish-ness
revalue,re-val-ue
bloaters,bloat-ers
evacuate,e-vac-u-ate
cricked,cricked
doodlebugs,doo-dle-bugs
technician,tech-ni-cian
closeddoor,closed--door
curability,cur-a-bil-i-ty
sketchiness,sketch-i-ness
converter,con-vert-er
brigantines,brig-an-tines
rootle,root-le
chairmanship,chair-man-ship
showgirl,show-girl
leathers,leath-ers
dactylic,dac-tyl-ic
signer,sign-er
auscultated,aus-cul-tat-ed
undersigns,un-der-signs
portmanteaux,port-man-teaux
longlived,long--lived
prole,prole
intercommunicated,in-ter-com-mu-ni-cat-ed
eisteddfods,eis-tedd-fods
dogsbodies,dogs-bod-ies
exteriorized,ex-te-ri-or-ized
intercommunicates,in-ter-com-mu-ni-cates
magnates,mag-nates
washbasins,wash-ba-sins
exteriorizes,ex-te-ri-or-iz-es
hijackings,hi-jack-ings
propertymaster,prop-er-ty--mas-ter
composts,com-posts
mercenary,mer-ce-nar-y
coffeepot,cof-fee-pot
envisaged,en-vis-aged
teensier,teen-si-er
midwifery,mid-wife-ry
astrological,as-tro-log-i-cal
misconceptions,mis-con-cep-tions
unimpeachably,un-im-peach-a-bly
jaunting,jaunt-ing
atomizes,at-om-iz-es
atomizer,at-om-iz-er
snowline,snow-line
animosity,an-i-mos-i-ty
anthropologically,an-thro-po-log-i-cal-ly
photosensitize,pho-to-sen-si-tize
durbars,dur-bars
overleaf,o-ver-leaf
toothcomb,tooth-comb
flutings,flut-ings
etchers,etch-ers
enginedrivers,en-gine--driv-ers
payphones,pay--phones
standoffishly,stand-off-ish-ly
flightiness,flight-i-ness
drumbeats,drum-beats
secondly,sec-ond-ly
bossier,boss-i-er
boilersuit,boil-er-suit
lunacies,lu-na-cies
characterless,char-ac-ter-less
tackiness,tack-i-ness
placebet,place--bet
expatriates,ex-pa-tri-ates
teachins,teach--ins
crunchier,crunch-i-er
expatriated,ex-pa-tri-at-ed
lowlander,low-land-er
updated,up-dat-ed
probables,prob-a-bles
legatees,leg-a-tees
outpointing,out-point-ing
guardrail,guard-rail
porterhouses,por-ter-hous-es
encouragingly,en-cour-ag-ing-ly
betters,bet-ters
dubbining,dub-bin-ing
bellpush,bell--push
juxtaposing,jux-ta-pos-ing
skilly,skil-ly
patenting,pat-ent-ing
pibrochs,pi-brochs
soulfully,soul-ful-ly
velar,ve-lar
presupposing,pre-sup-pos-ing
housebreaker,house-break-er
liquefying,liq-ue-fy-ing
fanciers,fan-ci-ers
dinnerjacket,din-ner--jack-et
registries,reg-is-tries
foreskins,fore-skins
carnivore,car-ni-vore
senescence,se-nes-cence
flyingfishes,fly-ing--fish-es
overcalling,o-ver-call-ing
scraper,scrap-er
povertystricken,pov-er-ty--strick-en
forearming,fore-arm-ing
pollingstations,poll-ing--sta-tions
stertorous,ster-to-rous
qualitatively,qual-i-ta-tive-ly
hundredfold,hun-dred-fold
crackup,crack-up
crispest,crisp-est
pleasances,pleas-anc-es
jumblesale,jum-ble--sale
surcoats,sur-coats
hatefully,hate-ful-ly
sundew,sun-dew
brashly,brash-ly
teatables,tea--ta-bles
fingerbowls,fin-ger--bowls
anteaters,ant-eat-ers
deadbeat,dead--beat
intercepts,in-ter-cepts
timesignal,time--sig-nal
cloddishly,clod-dish-ly
cadres,cad-res
deposition,dep-o-si-tion
evanescing,ev-a-nesc-ing
ricochetting,ric-o-chet-ting
usurpations,u-sur-pa-tions
grisliest,gris-li-est
expedites,ex-pe-dites
innocuousness,in-noc-u-ous-ness
spinelessness,spine-less-ness
reapinghooks,reap-ing--hooks
fragrances,fra-granc-es
trademarks,trade-marks
simulacrums,sim-u-la-crums
footle,foo-tle
oxygenize,ox-y-gen-ize
peahen,pea-hen
suburbanites,sub-ur-ban-ites
broadcasters,broad-cast-ers
porterage,por-ter-age
mooch,mooch
receivable,re-ceiv-a-ble
laryngeal,la-ryn-ge-al
overheat,o-ver--heat
scrota,scro-ta
twirler,twirl-er
millraces,mill-rac-es
pejoratives,pe-jor-a-tives
secessionist,se-ces-sion-ist
calk,calk
frostbound,frost-bound
tabulates,tab-u-lates
twirled,twirled
preheats,pre-heats
dominicans,do-min-i-cans
scaremonger,scare-mon-ger
loquaciousness,lo-qua-cious-ness
skimped,skimped
interlacing,in-ter-lac-ing
postmortem,post-mor-tem
oarsmen,oars-men
burglaries,bur-gla-ries
pacts,pacts
localizations,lo-cal-i-za-tions
scrooges,scroog-es
retouch,re-touch
noblerminded,no-bler--mind-ed
superstructure,su-per-struc-ture
keelhauling,keel-haul-ing
mountainsides,moun-tain-sides
envisaging,en-vis-ag-ing
dosing,dos-ing
wanks,wanks
savers,sav-ers
alienable,al-ien-a-ble
maharajah,ma-ha-ra-jah
monkeywrenches,mon-key--wrench-es
sideline,side-line
creasing,creas-ing
brewup,brew--up
hardnosed,hard--nosed
rightwards,right-wards
invalidity,in-va-lid-i-ty
overeats,o-ver--eats
voyaging,voy-ag-ing
vneck,v--neck
thankyou,thank-you
misfit,mis-fit
sightreader,sight--read-er
inactivity,in-ac-tiv-i-ty
toilsome,toil-some
substructures,sub-struc-tures
byroads,by-roads
assertively,as-ser-tive-ly
scintillation,scin-til-la-tion
striplighting,strip--light-ing
cession,ces-sion
fife,fife
maraschino,mar-a-schi-no
demographers,de-mog-ra-phers
scientologist,sci-en-tol-o-gist
petitioners,pe-ti-tion-ers
fortify,for-ti-fy
curlingpins,curl-ing--pins
codicils,cod-i-cils
spraygun,spray--gun
solidus,sol-i-dus
pleasurably,pleas-ur-a-bly
quarterdays,quar-ter--days
ascetically,as-cet-i-cal-ly
buttonhook,but-ton-hook
maharanis,ma-ha-ra-nis
respectfulness,re-spect-ful-ness
subsisted,sub-sist-ed
toiletroll,toi-let--roll
regrouped,re-grouped
draughtier,draught-i-er
tomtits,tom-tits
workout,work-out
kneedeep,knee--deep
welterweight,wel-ter-weight
syllabaries,syl-la-bar-ies
underpaying,un-der-pay-ing
hundredweights,hun-dred-weights
jilts,jilts
decorator,dec-o-ra-tor
ministerially,min-is-te-ri-al-ly
cathodes,cath-odes
crossindexed,cross--in-dexed
timesignals,time--sig-nals
mystiques,mys-tiques
crossindexes,cross--in-dex-es
inserts,in-serts
polytechnics,pol-y-tech-nics
successively,suc-ces-sive-ly
sealers,seal-ers
overbearingly,o-ver-bear-ing-ly
upstaged,up-staged
irredentism,ir-re-den-tism
shirtwaister,shirt-waist-er
irredentist,ir-re-den-tist
hoteliers,ho-tel-iers
principled,prin-ci-pled
optimistically,op-ti-mis-ti-cal-ly
muzzleloaders,muz-zle--load-ers
upstages,up-stag-es
certifiable,cer-ti-fi-a-ble
scoreless,score-less
shoeleather,shoe--leath-er
frivolities,fri-vol-i-ties
crossply,cross-ply
angularities,an-gu-lar-i-ties
chokedamp,choke--damp
casinos,ca-si-nos
dillydallying,dil-ly--dal-ly-ing
speedindicators,speed--in-di-ca-tors
delegate,del-e-gate
haughtiest,haugh-ti-est
dromedary,drom-e-dar-y
totalize,to-tal-ize
bloodpressures,blood--pres-sures
throwbacks,throw-backs
voltages,volt-ag-es
pityingly,pit-y-ing-ly
particularities,par-tic-u-lar-i-ties
subtended,sub-tend-ed
undersize,un-der-size
expropriation,ex-pro-pri-a-tion
entrap,en-trap
warmhearted,warm--heart-ed
desolately,des-o-late-ly
headwind,head-wind
cackled,cack-led
condemnations,con-dem-na-tions
expurgated,ex-pur-gat-ed
crookedness,crook-ed-ness
lacerates,lac-er-ates
dogfights,dog-fights
expurgates,ex-pur-gates
cackler,cack-ler
cloys,cloys
beeriest,beer-i-est
rapturously,rap-tur-ous-ly
chronologically,chron-o-log-i-cal-ly
knitwear,knit-wear
twitcher,twitch-er
deplete,de-plete
snubbing,snub-bing
masterfully,mas-ter-ful-ly
wirecutters,wire-cut-ters
debase,de-base
undersold,un-der-sold
recruiting,re-cruit-ing
thingmabob,thing-ma-bob
brainwash,brain-wash
lambaste,lam-baste
horrendously,hor-ren-dous-ly
twoseaters,two--seat-ers
cafesaulait,ca-fes--au--lait
castigates,cas-ti-gates
sesotho,se-so-tho
admixing,ad-mix-ing
overnervous,o-ver--nerv-ous
numberplates,num-ber-plates
flustering,flus-ter-ing
antitoxin,an-ti-tox-in
palliest,pal-li-est
brutalization,bru-tal-i-za-tion
minaret,min-a-ret
pitapat,pit--a--pat
divisiveness,di-vi-sive-ness
blamelessness,blame-less-ness
welltried,well--tried
usages,us-ag-es
squiffier,squif-fi-er
soundfilm,sound--film
elevating,el-e-vat-ing
cobber,cob-ber
emphasizing,em-pha-siz-ing
houseparties,house--par-ties
leadingstrings,lead-ing--strings
inefficient,in-ef-fi-cient
mooting,moot-ing
closeted,clos-et-ed
theosophical,the-o-soph-i-cal
payloads,pay-loads
mustiness,must-i-ness
syndical,syn-di-cal
cabooses,ca-boos-es
larkspurs,lark-spurs
supplest,sup-plest
satanists,sa-tan-ists
housemothers,house-moth-ers
ridinglamps,rid-ing--lamps
trusteeship,trus-tee-ship
cacanny,cacan-ny
paddleboxes,pad-dle--box-es
entrain,en-train
punjabi,pun-ja-bi
polyandrous,pol-y-an-drous
wormgear,worm--gear
slipknot,slip-knot
gasoven,gas--ov-en
aliments,al-i-ments
mailing,mail-ing
steamengine,steam--en-gine
mesdemoiselles,mes-de-moi-selles
heterodoxy,het-er-o-dox-y
cancan,can-can
stocktaking,stock-tak-ing
walkout,walk-out
owlet,owl-et
precedented,prec-e-dent-ed
marshalling,mar-shal-ling
venezuela,ven-e-zue-la
nogo,no--go
divingbells,div-ing--bells
metrically,met-ri-cal-ly
topmast,top-mast
signalboxes,sig-nal--box-es
exports,ex-ports
doublestops,dou-ble--stops
deforest,de-for-est
heavyset,heav-y--set
surmountable,sur-mount-a-ble
frostily,frost-i-ly
hetup,het--up
serrates,ser-rates
valses,vals-es
cleanups,clean-ups
stepin,step--in
sloggers,slog-gers
vacating,va-cat-ing
poleaxed,pole--axed
agglutinating,ag-glu-ti-nat-ing
striating,stri-at-ing
feudalism,feu-dal-ism
puffers,puff-ers
poleaxes,pole--ax-es
woodenness,wood-en-ness
coltishly,colt-ish-ly
reforestations,re-for-est-a-tions
substantiating,sub-stan-ti-at-ing
carbonation,car-bon-a-tion
reefed,reefed
toffees,tof-fees
inappropriate,in-ap-pro-pri-ate
unseeingly,un-see-ing-ly
clangorously,clang-or-ous-ly
seabreezes,sea--breez-es
disprove,dis-prove
plonks,plonks
snogging,snog-ging
shaver,shav-er
scrubbingbrushes,scrub-bing--brush-es
personate,per-son-ate
physiologist,phys-i-ol-o-gist
restricting,re-strict-ing
slowpoke,slow-poke
sheepskins,sheep-skins
ethnography,eth-nog-ra-phy
gentry,gen-try
abstemious,ab-ste-mi-ous
piggier,pig-gi-er
waterman,wa-ter-man
gearshifts,gear--shifts
guncarriage,gun--car-riage
disparately,dis-pa-rate-ly
disinfected,dis-in-fect-ed
pertinacious,per-ti-na-cious
monopolize,mo-nop-o-lize
precociousness,pre-co-cious-ness
bronzes,bronz-es
shiftiness,shift-i-ness
trawlnets,trawl--nets
genitives,gen-i-tives
shingliest,shing-li-est
mistimes,mis-times
beetroot,beet-root
politicoes,po-lit-i-coes
hornpipes,horn-pipes
cynosures,cy-no-sures
dillydally,dil-ly--dal-ly
sewagefarm,sew-age--farm
waggeries,wag-ger-ies
stablemen,sta-ble--men
salvationists,sal-va-tion-ists
calcifies,cal-ci-fies
sparringpartners,spar-ring--part-ners
gumboots,gum-boots
disgruntle,dis-grun-tle
blunderers,blun-der-ers
calcified,cal-ci-fied
distorts,dis-torts
chauvinist,chau-vin-ist
mudding,mud-ding
dibber,dib-ber
originate,o-rig-i-nate
thermosetting,ther-mo-set-ting
wagoner,wag-on-er
reified,re-i-fied
panamas,pan-a-mas
onehorse,one--horse
lessors,les-sors
reifies,re-i-fies
dredging,dredg-ing
shinguards,shin--guards
chauvinism,chau-vin-ism
guardianship,guard-i-an-ship
intertribal,in-ter-trib-al
manoeuvring,ma-noeu-vring
redecorates,re-dec-o-rates
extemporizing,ex-tem-po-riz-ing
objectors,ob-jec-tors
poniarding,pon-iard-ing
redecorated,re-dec-o-rat-ed
piedsaterre,pieds--a--terre
hahas,ha-has
potentially,po-ten-tial-ly
handmaids,hand-maids
tuckins,tuck--ins
stiffeners,stiff-en-ers
lubricators,lu-bri-ca-tors
gibing,gib-ing
technocracies,tech-noc-ra-cies
consternate,con-ster-nate
misconstrue,mis-con-strue
recreated,rec-re-at-ed
speedcops,speed--cops
homoeopath,ho-moe-o-path
catalan,cat-a-lan
waterices,wa-ter--ic-es
stimuli,stim-u-li
quartermaster,quar-ter-mas-ter
berate,be-rate
anchorman,an-chor-man
panjabis,pan-ja-bis
extemporaneousness,ex-tem-po-ra-ne-ous-ness
overmanned,o-ver-manned
peashooters,pea-shoot-ers
alliterate,al-lit-er-ate
airwoman,air-wom-an
sequestration,se-ques-tra-tion
habitues,ha-bit-u-es
precessions,pre-ces-sions
sleepingpill,sleep-ing--pill
tussock,tus-sock
sumptuousness,sump-tu-ous-ness
revertible,re-vert-i-ble
salifying,sal-i-fy-ing
devaluation,de-val-u-a-tion
coalgas,coal--gas
edgier,edg-i-er
clampdowns,clamp-downs
pallier,pal-li-er
servicemen,serv-ice-men
escalope,es-ca-lope
splashdowns,splash-downs
trippingly,trip-ping-ly
flatulence,flat-u-lence
twistier,twist-i-er
vnecks,v--necks
shocker,shock-er
snowwhite,snow--white
neutrons,neu-trons
handpick,hand-pick
foolery,fool-er-y
standardization,stan-dard-i-za-tion
cutaways,cut-a-ways
iceskated,ice--skat-ed
sleighing,sleigh-ing
perfectibility,per-fect-i-bil-i-ty
intercollegiate,in-ter-col-le-giate
tattiness,tat-ti-ness
quarterdeck,quar-ter-deck
foraying,fo-ray-ing
fifes,fifes
veraciously,ve-ra-cious-ly
overslept,o-ver-slept
thanes,thanes
rebuses,re-bus-es
sparred,sparred
repudiate,re-pu-di-ate
janissary,jan-is-sar-y
reconsiders,re-con-sid-ers
pelvises,pel-vis-es
obliviousness,ob-liv-i-ous-ness
stumblingblock,stum-bling--block
statistic,sta-tis-tic
sashcords,sash--cords
repelling,re-pel-ling
nationalizations,na-tion-al-i-za-tions
acidulating,a-cid-u-lat-ing
moralize,mor-al-ize
outspoken,out-spo-ken
artiness,art-i-ness
rhomboidal,rhom-boi-dal
shopstewards,shop--stew-ards
printinginks,print-ing--inks
telegraphists,te-leg-ra-phists
tycoons,ty-coons
experimentation,ex-per-i-men-ta-tion
ironworks,i-ron-works
rosinning,ros-in-ning
lukewarmness,luke-warm-ness
statistician,stat-is-ti-cian
blackmail,black-mail
pinchpennies,pinch-pen-nies
namepart,name--part
poundings,pound-ings
anathemas,a-nath-e-mas
pressgalleries,press--gal-ler-ies
eartrumpet,ear--trum-pet
invertebrate,in-ver-te-brate
inquiringly,in-quir-ing-ly
windstorms,wind-storms
innuendo,in-nu-en-do
acceptation,ac-cep-ta-tion
cadre,ca-dre
stooged,stooged
emblazons,em-bla-zons
palmier,palm-i-er
metalworker,met-al-work-er
overfond,o-ver--fond
hungrier,hun-gri-er
flywhisk,fly-whisk
penuriously,pe-nu-ri-ous-ly
clearheaded,clear--head-ed
elevens,e-lev-ens
trainingcollege,train-ing--col-lege
americanism,a-mer-i-can-ism
storerooms,store-rooms
ghylls,ghylls
alliterating,al-lit-er-at-ing
poorrates,poor--rates
effaces,ef-fac-es
marauded,ma-raud-ed
chevalier,chev-a-lier
sericulture,ser-i-cul-ture
marauder,ma-raud-er
turningpoint,turn-ing--point
provisory,pro-vi-so-ry
draftings,draft-ings
berg,berg
piccalilli,pic-ca-lil-li
granges,grang-es
eluding,e-lud-ing
sloppails,slop--pails
gangrenes,gan-grenes
berk,berk
freefalls,free--falls
pugnosed,pug--nosed
renovations,ren-o-va-tions
pugnoses,pug--nos-es
stager,stag-er
counteractions,coun-ter-ac-tions
occupiers,oc-cu-pi-ers
diagnose,di-ag-nose
headpieces,head-piec-es
deckleedged,deck-le--edged
ploddingly,plod-ding-ly
esteems,es-teems
tosh,tosh
megatons,meg-a-tons
docketing,dock-et-ing
locality,lo-cal-i-ty
lacier,lac-i-er
retreading,re-tread-ing
largeheartedness,large--heart-ed-ness
greeneyed,green--eyed
nainsook,nain-sook
picador,pic-a-dor
marxism,marx-ism
adjourning,ad-journ-ing
syncopating,syn-co-pat-ing
stablemate,sta-ble--mate
sabred,sa-bred
chopchop,chop--chop
chumps,chumps
rooking,rook-ing
connotative,con-no-ta-tive
beastliness,beast-li-ness
carpetbeaters,car-pet--beat-ers
barracuda,bar-ra-cu-da
babysitting,ba-by--sit-ting
diningrooms,din-ing--rooms
descriptively,de-scrip-tive-ly
satiable,sa-ti-a-ble
tyrannosaurus,ty-ran-no-saur-us
premiums,pre-mi-ums
flakiest,flak-i-est
excommunicating,ex-com-mu-ni-cat-ing
flapjacks,flap-jacks
chawing,chaw-ing
milt,milt
pejoratively,pe-jo-ra-tive-ly
limbless,limb-less
disremembering,dis-re-mem-ber-ing
yapping,yap-ping
undersecretaries,un-der-sec-re-tar-ies
hidebound,hide-bound
pron,pron
sumatrans,su-ma-trans
spatchcocking,spatch-cock-ing
adjuring,ad-jur-ing
seasnake,sea--snake
pentagonal,pen-tag-o-nal
foursquare,four-square
noshup,nosh--up
gourmand,gour-mand
overproduce,o-ver--pro-duce
borderer,bor-der-er
concurrences,con-cur-renc-es
misstatements,mis-state-ments
orderpapers,or-der--pa-pers
wetnurse,wet--nurse
watermills,wa-ter-mills
palliated,pal-li-at-ed
nationalize,na-tion-al-ize
pluckier,pluck-i-er
cupbearer,cup-bear-er
palliates,pal-li-ates
sealingwax,seal-ing--wax
bogeyed,bo-geyed
decamp,de-camp
uneventful,un-e-vent-ful
genitive,gen-i-tive
suppressors,sup-pres-sors
recessing,re-cess-ing
stormtroopers,storm--troop-ers
piddled,pid-dled
bookworms,book-worms
apartheid,a-part-heid
economize,e-con-o-mize
mousses,mouss-es
limey,lim-ey
shorthorns,short-horns
loganberry,lo-gan-ber-ry
augers,au-gers
piddles,pid-dles
diy,diy
overlain,o-ver-lain
div,div
gentlewoman,gen-tle-wom-an
pedicabs,ped-i-cabs
threshes,thresh-es
farmyards,farm-yards
maximization,max-i-mi-za-tion
antepenultimate,an-te-pe-nul-ti-mate
ovenware,ov-en-ware
whitethorn,white-thorn
theocrats,the-o-crats
putdown,put--down
golfcourse,golf--course
resurgence,re-sur-gence
paletteknives,pal-ette--knives
sentimentalism,sen-ti-men-tal-ism
soporifically,so-po-rif-i-cal-ly
turncock,turn-cock
nervecells,nerve--cells
rookery,rook-er-y
sentimentalist,sen-ti-men-tal-ist
deerskins,deer-skins
emulsive,e-mul-sive
palmer,palm-er
wain,wain
clawback,claw--back
snackbar,snack--bar
victimized,vic-tim-ized
signalizes,sig-nal-iz-es
searchwarrant,search--war-rant
midship,mid-ship
signalized,sig-nal-ized
victimizes,vic-tim-iz-es
tutorials,tu-to-ri-als
vintner,vint-ner
convoys,con-voys
recuperations,re-cu-per-a-tions
lendinglibraries,lend-ing--li-brar-ies
loancollections,loan--col-lec-tions
stowaways,stow-a-ways
rabbiting,rab-bit-ing
breathtaking,breath-tak-ing
spatially,spa-tial-ly
careworn,care-worn
tidemarks,tide-marks
flexibility,flex-i-bil-i-ty
openheart,o-pen--heart
truncates,trun-cates
britisher,brit-ish-er
fourpences,four-penc-es
sinkers,sink-ers
telpher,tel-pher
intensively,in-ten-sive-ly
altimeter,al-tim-e-ter
peri,pe-ri
pers,pers
stooges,stoog-es
stenographers,ste-nog-ra-phers
calumniating,ca-lum-ni-at-ing
francs,francs
lipids,li-pids
cremate,cre-mate
dressinggowns,dress-ing--gowns
appending,ap-pend-ing
claques,claques
olevels,o--lev-els
topflight,top--flight
acceptably,ac-cept-a-bly
gassy,gas-sy
phonologist,pho-nol-o-gist
iceskating,ice--skat-ing
ult,ult
switchback,switch-back
toreadors,tor-e-a-dors
swimmingpool,swim-ming--pool
bushwhacks,bush-whacks
uruguay,u-ru-guay
freighting,freight-ing
dukedoms,duke-doms
ostler,os-tler
witchhunting,witch--hunt-ing
flamboyance,flam-boy-ance
harking,hark-ing
axolotls,ax-o-lotls
paralytically,par-a-lyt-i-cal-ly
provisioning,pro-vi-sion-ing
